2444849.0625	446.15061737532557	30.0      
2444857.070508008	443.6380246954187	30.0      
2444865.0785160162	436.314114119637	30.0      
2444873.086524024	424.7715819544899	30.0      
2444881.094532032	409.85591216017895	30.0      
2444889.10254004	392.51078097086645	30.0      
2444897.1105480483	373.6430839194016	30.0      
2444905.118556056	354.03454599855263	30.0      
2444913.126564064	334.3027755944676	30.0      
2444921.134572072	314.8998176263417	30.0      
2444929.1425800803	296.13237123369424	30.0      
2444937.150588088	278.1905950348603	30.0      
2444945.158596096	261.17721082818116	30.0      
2444953.166604104	245.13279741678596	30.0      
2444961.1746121123	230.05593008286922	30.0      
2444969.1826201202	215.91830912836252	30.0      
2444977.190628128	202.6756503152364	30.0      
2444985.198636136	190.27525977903068	30.0      
2444993.2066441444	178.66114130715107	30.0      
2445001.2146521523	167.77733002165542	30.0      
2445009.22266016	157.56998472829196	30.0      
2445017.230668168	147.98863074175415	30.0      
2445025.2386761764	138.98683363895987	30.0      
2445033.2466841843	130.52250069862757	30.0      
2445041.254692192	122.55794589484891	30.0      
2445049.2627002	115.05981105287566	30.0      
2445057.2707082084	107.99890548406205	30.0      
2445065.2787162163	101.3500055195777	30.0      
2445073.286724224	95.09164105851016	30.0      
2445081.294732232	89.20588659259268	30.0      
2445089.3027402405	83.67816768749361	30.0      
2445097.3107482484	78.49708964421782	30.0      
2445105.3187562563	73.65429229042003	30.0      
2445113.326764264	69.14433311874987	30.0      
2445121.3347722725	64.9645999186631	30.0      
2445129.3427802804	61.11525344960356	30.0      
2445137.3507882883	57.59920037642637	30.0      
2445145.358796296	54.422096543360894	30.0      
2445153.3668043045	51.59238057179019	30.0      
2445161.3748123124	49.121337677860936	30.0      
2445169.3828203203	47.02319340568896	30.0      
2445177.390828328	45.31523658140701	30.0      
2445185.3988363366	44.01797005687047	30.0      
2445193.4068443445	43.155286567679454	30.0      
2445201.4148523523	42.754665000452334	30.0      
2445209.4228603602	42.84737918492054	30.0      
2445217.4308683686	43.46870644321312	30.0      
2445225.4388763765	44.65811576837383	30.0      
2445233.4468843844	46.45940454101657	30.0      
2445241.4548923923	48.920736538799815	30.0      
2445249.4629004006	52.094510437707996	30.0      
2445257.4709084085	56.03695402585406	30.0      
2445265.4789164164	60.807291007732985	30.0      
2445273.4869244243	66.46625969665261	30.0      
2445281.4949324327	73.0736708262198	30.0      
2445289.5029404406	80.68457096390293	30.0      
2445297.5109484484	89.34342919830873	30.0      
2445305.5189564563	99.07560085133603	30.0      
2445313.5269644647	109.87518282008114	30.0      
2445321.5349724726	121.68835168269942	30.0      
2445329.5429804805	134.3915445119542	30.0      
2445337.5509884884	147.7646992280941	30.0      
2445345.5589964967	161.46162448656557	30.0      
2445353.5670045046	174.98279758626697	30.0      
2445361.5750125125	187.66042156373527	30.0      
2445369.5830205204	198.67010605286066	30.0      
2445377.5910285288	207.08473925232357	30.0      
2445385.5990365366	211.97906463311398	30.0      
2445393.6070445445	212.57507153099985	30.0      
2445401.6150525524	208.3933053622186	30.0      
2445409.623060561	199.35878886312324	30.0      
2445417.6310685687	185.81904263234594	30.0      
2445425.6390765766	168.4665115506091	30.0      
2445433.6470845845	148.19758165194497	30.0      
2445441.655092593	125.95976376310912	30.0      
2445449.6631006007	102.62989162273945	30.0      
2445457.6711086086	78.94212730158858	30.0      
2445465.6791166165	55.462639348618126	30.0      
2445473.687124625	32.59673161576539	30.0      
2445481.6951326327	10.612994901888442	30.0      
2445489.7031406406	-10.32711930171537	30.0      
2445497.7111486485	-30.141126121745707	30.0      
2445505.719156657	-48.80180474110564	30.0      
2445513.727164665	-66.318716240887	30.0      
2445521.7351726727	-82.7245249070791	30.0      
2445529.7431806806	-98.06526507123789	30.0      
2445537.751188689	-112.39363919175736	30.0      
2445545.759196697	-125.7645442517136	30.0      
2445553.7672047047	-138.23218515993025	30.0      
2445561.7752127126	-149.84829061357783	30.0      
2445569.783220721	-160.66107833077922	30.0      
2445577.791228729	-170.71471866466584	30.0      
2445585.7992367367	-180.0491214848574	30.0      
